user,text,date,emotion,sentiment,clean_text,preprocessed_text,nuevosentimiento,adjetivos_positivo,verbos_positivo,sustantivos_positivo,adjetivos_neutro,verbos_neutro,sustantivos_neutro,adjetivos_negativo,verbos_negativo,sustantivos_negativo
@Elfabripa2,estoy desbordado,"Jan 5, 2024 · 8:33 PM UTC",overwhelmed,scared,estoy desbordado,desbordado,negativo,0,0,0,0,0,0,0,0,1
@thomymz,Dios estoy desbordado,"Jan 5, 2024 · 8:27 PM UTC",overwhelmed,scared,Dios estoy desbordado,dios desbordado,negativo,0,0,1,0,0,0,0,1,1
@JoniToujan10,Desbordado de felicidad y de ansiedad🥹🫶🏽,"Jan 5, 2024 · 8:24 PM UTC",overwhelmed,scared,Desbordado de felicidad y de ansiedad,desbordado felicidad ansiedad,negativo,0,0,0,0,0,0,0,0,1
@brachn,"Termino de lavar la loza,tomo un vaso de agua y ya esta desbordado de platos y ollas sucias","Jan 5, 2024 · 7:25 PM UTC",overwhelmed,scared,Termino de lavar la lozatomo un vaso de agua y ya esta desbordado de platos y ollas sucias,termino lavar lozatomo vaso agua desbordado plato olla sucias,negativo,0,0,0,0,0,0,0,0,1
@hpititiminisky,Las consecuencias de lo que se viene haciendo desde 2002 hasta ahora:  Default Sin justicia Hiperinflacion Infraestructura destruida Endeudamiento Gasto publico desbordado Carga tributaria confiscatoria Regulaciones que violan la constitucion,"Jan 5, 2024 · 6:41 PM UTC",overwhelmed,scared,Las consecuencias de lo que se viene haciendo desde  hasta ahora  Default Sin justicia Hiperinflacion Infraestructura destruida Endeudamiento Gasto publico desbordado Carga tributaria confiscatoria Regulaciones que violan la constitucion,consecuencias viene haciendo ahora default justicia hiperinflacion infraestructura destruida endeudamiento gasto publico desbordado carga tributaria confiscatoria regulaciones violan constitucion,negativo,0,0,1,0,0,1,0,0,2
@CryptoB57982,"""Simplemente obstruí un poco mi inodoro y comenzó desbordado y tuve un ataque de pánico así que usé el émbolo que fue tan jodidamente tonto porque luego comenzó a desbordarse aún más y luego comencé temblando y fue a poner toallas alrededor del fondo de el baño lo cual me hace-","Jan 5, 2024 · 6:36 PM UTC",overwhelmed,scared,Simplemente obstru un poco mi inodoro y comenz desbordado y tuve un ataque de pnico as que us el mbolo que fue tan jodidamente tonto porque luego comenz a desbordarse an ms y luego comenc temblando y fue a poner toallas alrededor del fondo de el bao lo cual me hace,simplemente obstru inodoro comenz desbordado ataque pnico mbolo jodidamente tonto luego comenz desbordarse luego comenc temblando poner toallas alrededor fondo hace,negativo,0,0,1,0,0,1,1,0,3
@rufianmelancoli,Pones jazz quesque para relajarte y todo es un sonidero desbordado para todos lados.  Ya mejor le cambio a canciones de Celine Dion.,"Jan 5, 2024 · 6:31 PM UTC",overwhelmed,scared,Pones jazz quesque para relajarte y todo es un sonidero desbordado para todos lados  Ya mejor le cambio a canciones de Celine Dion,pone jazz quesque relajarte sonidero desbordado lados mejor cambio canciones celine dion,negativo,0,0,2,0,0,1,0,0,2
@teboboso,"Mañana viajo muy lejos solo por primera vez, estoy demasiado nervioso preocupado, todo","Jan 6, 2024 · 3:47 AM UTC",overwhelmed,scared,Maana viajo muy lejos solo por primera vez estoy demasiado nervioso preocupado todo,maana viajo lejos solo primera demasiado nervioso preocupado,negativo,0,0,1,0,0,1,0,0,3
@daffilias,"No quiero tener animales, estaría preocupado y con ansiedad siempre cuando salga d casa aunq sean 2 horas","Jan 6, 2024 · 3:38 AM UTC",overwhelmed,scared,No quiero tener animales estara preocupado y con ansiedad siempre cuando salga d casa aunq sean  horas,quiero tener animales estara preocupado ansiedad siempre salga casa aunq horas,negativo,0,0,4,0,0,3,1,0,2
@ghitis,"En Colombia, entre enero y septiembre del 2023, hubo 276 homicidios cometidos por menores de edad, 23 fueron por reincidentes.  Además hubo 1.065 menores de edad capturados por hurto. El presidente no se ve muy preocupado por los menores de edad en Colombia.","Jan 6, 2024 · 3:34 AM UTC",overwhelmed,scared,En Colombia entre enero y septiembre del  hubo  homicidios cometidos por menores de edad  fueron por reincidentes  Adems hubo  menores de edad capturados por hurto El presidente no se ve muy preocupado por los menores de edad en Colombia,colombia enero septiembre homicidios cometidos menores edad reincidentes adems menores edad capturados hurto presidente preocupado menores edad colombia,negativo,0,0,0,0,0,0,0,0,1
@nktcmbm,"nunca se habían preocupado tanto por mí, ni me habían tratado tan bien como ahora 💚🥺","Jan 6, 2024 · 3:34 AM UTC",overwhelmed,scared,nunca se haban preocupado tanto por m ni me haban tratado tan bien como ahora ,nunca haban preocupado haban tratado bien ahora,negativo,1,0,2,1,0,2,1,0,3
@Andrurg00,Jamás había visto a mi papá tan preocupado y enojado por algo mío 😭💔,"Jan 6, 2024 · 3:32 AM UTC",overwhelmed,scared,Jams haba visto a mi pap tan preocupado y enojado por algo mo ,jam haba visto preocupado enojado,negativo,0,0,0,0,0,0,0,0,2
@Migue_CD,Cartagena y su gobierno local están preocupado por la baja del turismo y de ocupacion hotelera.  que esperas que pase si estafan al que medio habla diferente.   Mandan huevo.,"Jan 6, 2024 · 3:31 AM UTC",overwhelmed,scared,Cartagena y su gobierno local estn preocupado por la baja del turismo y de ocupacion hotelera  que esperas que pase si estafan al que medio habla diferente   Mandan huevo,cartagena gobierno local estn preocupado baja turismo ocupacion hotelera esperas pase estafan medio habla diferente mandan huevo,negativo,0,0,0,0,0,0,0,0,1
@bh_porcelli,To preocupado,"Jan 6, 2024 · 3:30 AM UTC",overwhelmed,scared,To preocupado,preocupado,negativo,0,0,0,0,0,0,0,0,1
@x_daayy,"ay, ya me había preocupado","Jan 6, 2024 · 3:22 AM UTC",overwhelmed,scared,ay ya me haba preocupado,haba preocupado,negativo,0,0,0,0,0,0,0,0,2
@goolf208,"Hoy murió Carlos Bremer empresario Mexicano exitoso y visionario, siendo un ejemplo de lo que debe ser y  hacer un empresario, preocupado y apoyando a su personal y emprendiendo más negocios en conjunto con dueños de MiPYMES. México necesita empresarios cómo él y no explotadores.","Jan 6, 2024 · 3:21 AM UTC",overwhelmed,scared,Hoy muri Carlos Bremer empresario Mexicano exitoso y visionario siendo un ejemplo de lo que debe ser y  hacer un empresario preocupado y apoyando a su personal y emprendiendo ms negocios en conjunto con dueos de MiPYMES Mxico necesita empresarios cmo l y no explotadores,muri carlos bremer empresario mexicano exitoso visionario siendo ejemplo debe hacer empresario preocupado apoyando personal emprendiendo negocios conjunto dueos mipymes mxico necesita empresarios explotadores,negativo,0,0,2,0,0,1,0,0,2
@arelafong,yo no puedo creer que mi papá me llame trompudo a preguntarme que yo porque no tengo novio😭😭😭😭😭😭 que se siente muy preocupado jaksjajakjsja,"Jan 6, 2024 · 3:17 AM UTC",overwhelmed,scared,yo no puedo creer que mi pap me llame trompudo a preguntarme que yo porque no tengo novio que se siente muy preocupado jaksjajakjsja,puedo creer llame trompudo preguntarme novio preocupado jaksjajakjsja,negativo,0,0,1,0,0,1,0,0,2
@FerchRT,"Me he dado cuenta que estos últimos años, mi cumpleaños dejo de ser una fecha que me emocionara, creo que tanta expectativa o esperar mucho ha hecho que se haya perdido esa magia y siento que con otras fechas me está pasando lo mismo 😔","Jan 6, 2024 · 4:00 AM UTC",overwhelmed,scared,Me he dado cuenta que estos ltimos aos mi cumpleaos dejo de ser una fecha que me emocionara creo que tanta expectativa o esperar mucho ha hecho que se haya perdido esa magia y siento que con otras fechas me est pasando lo mismo ,dado cuenta ltimos cumpleaos dejo fecha emocionara creo tanta expectativa esperar hecho perdido magia siento fechas pasando mismo,negativo,0,0,4,0,0,3,0,0,4
@kaluatech,"Había un perro, pastor alemán. Llorando afuera en la calle, me imagino que dsta perdido, pero baje a ver si podía ayudarlo y cuando abrir la puerta, se fue asustado 😨","Jan 6, 2024 · 3:58 AM UTC",overwhelmed,scared,Haba un perro pastor alemn Llorando afuera en la calle me imagino que dsta perdido pero baje a ver si poda ayudarlo y cuando abrir la puerta se fue asustado ,haba perro pastor alemn llorando afuera calle imagino dsta perdido baje poda ayudarlo abrir puerta asustado,negativo,0,0,0,0,0,0,0,0,2
@CintiaVisintini,hola perdido soy yo  el ex amor de tu vida,"Jan 6, 2024 · 3:58 AM UTC",overwhelmed,scared,hola perdido soy yo  el ex amor de tu vida,hola perdido amor vida,negativo,0,0,2,0,0,2,0,0,3
@May_OnlyOne,"Qué chistosa es Lizli, dice que no puede cometer errores cómo si por eso hubiera perdido.","Jan 6, 2024 · 3:57 AM UTC",overwhelmed,scared,Qu chistosa es Lizli dice que no puede cometer errores cmo si por eso hubiera perdido,chistosa lizli dice puede cometer errores perdido,negativo,0,1,0,0,0,1,0,2,0
@soyalexhe,"Si lloras por haber perdido el sol, las lágrimas no te dejarán ver las estrellas ✨","Jan 6, 2024 · 3:56 AM UTC",overwhelmed,scared,Si lloras por haber perdido el sol las lgrimas no te dejarn ver las estrellas ,lloras haber perdido lgrimas dejarn estrellas,negativo,0,0,0,0,0,0,1,1,0
@user122201,"La imagen de la última vez que lo vi/interactúe con él, la aborrezco porque me hizo ver todo lo que en mucho tiempo no quise ver, tiempo tal vez no perdido pero si mal invertido","Jan 6, 2024 · 3:56 AM UTC",overwhelmed,scared,La imagen de la ltima vez que lo viinteracte con l la aborrezco porque me hizo ver todo lo que en mucho tiempo no quise ver tiempo tal vez no perdido pero si mal invertido,imagen ltima viinteracte aborrezco hizo tiempo quise tiempo perdido invertido,negativo,1,0,1,0,0,0,1,0,2
@aagusmoreeira,"vuelvan a mandarme tweets porfavor, no les contestaba porque había perdido esta cuenta","Jan 6, 2024 · 3:56 AM UTC",overwhelmed,scared,vuelvan a mandarme tweets porfavor no les contestaba porque haba perdido esta cuenta,vuelvan mandarme tweet porfavor contestaba haba perdido cuenta,negativo,0,0,1,0,0,0,0,0,3
@moreexzt,algo habré perdido que ando tan comprometido en buscar adentro tuyo algo que está adentro mioo,"Jan 6, 2024 · 3:55 AM UTC",overwhelmed,scared,algo habr perdido que ando tan comprometido en buscar adentro tuyo algo que est adentro mioo,habr perdido ando comprometido buscar adentro adentro mioo,negativo,0,0,0,0,0,1,0,0,1
@cafe_pati,"Haciendo un pequeño balance de mi vida me di cuenta que he perdido gente que no me amaba, pero también me di cuenta que ellos perdieron a alguien que los amaba leal y desinteresadamente.  Y uno aprende, y no deja de aprender.           Un día a la vez.","Jan 6, 2024 · 3:54 AM UTC",overwhelmed,scared,Haciendo un pequeo balance de mi vida me di cuenta que he perdido gente que no me amaba pero tambin me di cuenta que ellos perdieron a alguien que los amaba leal y desinteresadamente  Y uno aprende y no deja de aprender           Un da a la vez,haciendo pequeo balance vida cuenta perdido gente amaba tambin cuenta perdieron alguien amaba leal desinteresadamente aprende deja aprender,negativo,0,0,6,0,0,2,1,0,5
@FerrerGalvan,"El ataque con drones y la masacre en la comunidad de Buenavista en Heliodoro Castillo, Guerrero, constatan que el gobierno estatal ha perdido o cedido el control de territorios enteros, abandonando a la población a merced del terror del crimen organizado","Jan 6, 2024 · 3:52 AM UTC",overwhelmed,scared,El ataque con drones y la masacre en la comunidad de Buenavista en Heliodoro Castillo Guerrero constatan que el gobierno estatal ha perdido o cedido el control de territorios enteros abandonando a la poblacin a merced del terror del crimen organizado,ataque drone masacre comunidad buenavista heliodoro castillo guerrero constatan gobierno estatal perdido cedido control territorios enteros abandonando poblacin merced terror crimen organizado,negativo,0,0,0,0,0,0,0,0,1
@sinn9r,"cuando pensé haber superado el trauma bastó que mencionaran su nombre, incluso si no hablaban de él, para quedarme completamente paralizado e incapacitado el resto del día.","Jan 6, 2024 · 1:24 AM UTC",overwhelmed,scared,cuando pens haber superado el trauma bast que mencionaran su nombre incluso si no hablaban de l para quedarme completamente paralizado e incapacitado el resto del da,pen haber superado trauma bast mencionaran nombre incluso hablaban quedarme completamente paralizado incapacitado resto,negativo,0,0,0,0,0,0,0,0,2
@JOmron1961288,"... que Los Reyes Magos, traigan ""lo mejor"", para todos,  para el país y para el mundo.... Nunca ni el país ni el mundo estuvieron en manos de tanto ""inepto incapacitado""... que puede provocar su desintegración. ¡Felices Reyes!, a los creyentes claro...","Jan 5, 2024 · 8:46 PM UTC",overwhelmed,scared, que Los Reyes Magos traigan lo mejor para todos  para el pas y para el mundo Nunca ni el pas ni el mundo estuvieron en manos de tanto inepto incapacitado que puede provocar su desintegracin Felices Reyes a los creyentes claro,reyes magos traigan mejor mundo nunca mundo manos inepto incapacitado puede provocar desintegracin felices reyes creyentes claro,negativo,0,0,2,0,0,1,0,0,3
@DeadBoy0x0,Ahora que haré esos 2 meses incapacitado :))),"Jan 5, 2024 · 7:10 PM UTC",overwhelmed,scared,Ahora que har esos  meses incapacitado ,ahora me incapacitado,negativo,0,0,0,0,0,0,0,1,0
@poch88,Aquí ponen al pelotero como un incapacitado mental o un animal en celo que no puede tener control de sí mismo,"Jan 5, 2024 · 2:17 PM UTC",overwhelmed,scared,Aqu ponen al pelotero como un incapacitado mental o un animal en celo que no puede tener control de s mismo,ponen pelotero incapacitado mental animal celo puede tener control mismo,negativo,0,0,3,0,0,2,0,0,2
@PsyMF6SwHCzfHRw,PETRO está incapacitado para gobernar mi país ! En derecho debe ser removido o renunciar,"Jan 4, 2024 · 9:50 PM UTC",overwhelmed,scared,PETRO est incapacitado para gobernar mi pas  En derecho debe ser removido o renunciar,petro incapacitado gobernar derecho debe removido renunciar,negativo,0,0,1,0,0,0,0,0,1
@John_Grandett,Menos mal estoy incapacitado hasta el lunes porque sin duda así no podría trabajar y ya hubiera mandado a comer vg al que sea que me molestara,"Jan 4, 2024 · 9:14 PM UTC",overwhelmed,scared,Menos mal estoy incapacitado hasta el lunes porque sin duda as no podra trabajar y ya hubiera mandado a comer vg al que sea que me molestara,menos incapacitado lunes duda podra trabajar mandado comer molestara,negativo,0,0,1,0,0,0,0,1,0
@ArturoBoscanG,1 antialérgico en la noche y quedó (sigo) incapacitado,"Jan 4, 2024 · 6:38 PM UTC",overwhelmed,scared, antialrgico en la noche y qued sigo incapacitado,antialrgico noche qued sigo incapacitado,negativo,0,0,0,0,0,0,0,0,1
@ecaldii,Solo de imaginar el caos que habría en el trabajo si sí estuviera full incapacitado me sube un poquito el amor propio,"Jan 4, 2024 · 6:27 PM UTC",overwhelmed,scared,Solo de imaginar el caos que habra en el trabajo si s estuviera full incapacitado me sube un poquito el amor propio,solo imaginar caos habra trabajo full incapacitado sube poquito amor propio,negativo,0,0,2,0,0,2,0,0,3
@GuyFromTheStars,"Pensé que este año sólo había llorado en Madrid y que la primera vez que me había incapacitado para hacer vida fue en octubre pero no, acabo de recordar aquel día de mayo que me sentía mal y decidí no ir a prácticas (y ""teletrabajar"") en el que acabé sentado en la cama llorando","Jan 4, 2024 · 6:10 PM UTC",overwhelmed,scared,Pens que este ao slo haba llorado en Madrid y que la primera vez que me haba incapacitado para hacer vida fue en octubre pero no acabo de recordar aquel da de mayo que me senta mal y decid no ir a prcticas y teletrabajar en el que acab sentado en la cama llorando,pen haba llorado madrid primera haba incapacitado hacer vida octubre acabo recordar aquel mayo senta decid prcticas teletrabajar acab sentado cama llorando,negativo,0,0,3,0,0,2,0,0,5
@Lada9103,"Es increible que esten culpando a Duque cuando existe una prorroga y un acuerdo que conocian hace mas de un año con laa fechas de pago, el Petrismo si es que tiene mucho incapacitado mental.","Jan 4, 2024 · 1:36 PM UTC",overwhelmed,scared,Es increible que esten culpando a Duque cuando existe una prorroga y un acuerdo que conocian hace mas de un ao con laa fechas de pago el Petrismo si es que tiene mucho incapacitado mental,increible esten culpando duque existe prorroga acuerdo conocian hace fechas pago petrismo incapacitado mental,negativo,0,0,1,0,0,1,0,0,2
